,line_number,line,isLOI,is_keyword,length,is_regular_expression,is_mathematical_calculation,is_collection_manipulation,is_string_manipulation,is_bit_manipulation,is_variable_assignment
828,5,"matches = re.findall(r'\b\w{3}\b' , text)",1,0,41,1,0,0,0,0,1
829,9,"example_list_from_file = ['const button = (""",0,1,44,0,0,0,0,0,0
830,10,"'const icon = (""",0,0,16,0,0,0,0,0,0
831,11,"'const audio = (""audio"");']",0,0,27,0,0,0,0,0,0
832,12,str_output = [],0,0,15,0,0,0,0,0,0
833,13,for i in range(len(example_list_from_file)):,0,1,44,0,0,0,0,0,0
834,14,"str_output.append(re.sub(r'(?is)=.\(', '= document.querySelector(', example_list_from_file[i]))",0,1,95,1,0,1,0,0,0
835,18,pattern = '',0,0,12,0,0,0,0,0,0
836,19,matched = [],0,0,12,0,0,0,0,0,0
837,20,word_list = [],0,0,14,0,0,0,0,0,0
838,21,"matched = list(filter(re.compile(pattern).match, word_list))",1,0,60,1,0,0,0,0,1
839,26,"find = re.search(pattern, text)",1,0,31,1,0,0,0,0,1
840,30,"result = re.split(pattern, text, 1)
",0,0,36,1,0,0,0,0,1
841,0,import re,0,1,9,0,0,0,0,0,0
842,1,from inline import Here,0,1,23,0,0,0,0,0,0
843,3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,0
844,6,"result = re.findall(r""[a-zA-Z]"", text)",1,0,38,1,1,0,0,0,1
845,8,"print(""Letters: "", result)",0,0,26,0,0,0,0,0,0
846,10,"result = re.findall(r""\d"", text)",1,0,32,1,0,0,0,0,1
847,11,"print(""Digits: "", result)",0,0,25,0,0,0,0,0,0
848,14,"result = re.findall(r""\bs\w+"", text)",1,0,36,1,1,0,0,0,1
849,15,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
850,18,"result = re.findall(r""\w+e\b"", text)",1,0,36,1,1,0,0,0,1
851,19,"print(""Words ending with 'e': "", result)",0,0,40,0,0,0,0,0,0
852,22,"result = re.findall(r""\b\w*o\w*\b"", text)",1,0,41,1,1,0,0,0,1
853,23,"print(""Words containing 'o': "", result)",0,0,39,0,0,0,0,0,0
854,26,"result = re.findall(r""\b\w{4}\b"", text)",1,0,39,1,0,0,0,0,1
855,27,"print(""Words of length 4: "", result)",0,0,36,0,0,0,0,0,0
856,30,"result = re.sub(r""\s"", ""-"", text)",1,0,33,1,1,0,0,0,1
857,31,"print(""Text with whitespaces replaced: "", result)",0,0,49,0,0,0,1,0,0
858,34,"result = re.sub(r""is"", ""was"", text)",1,1,35,1,0,0,0,0,1
859,35,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
860,39,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
861,5,import sys,0,1,10,0,0,0,0,0,0
862,6,import re,0,1,9,0,0,0,0,0,0
863,7,import random,0,1,13,0,0,0,0,0,0
864,8,from inline import Here,0,1,23,0,0,0,0,0,0
865,15,input_list = sys.argv[1:],1,0,25,0,0,0,0,0,1
866,17,"hex_dig = [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"",",0,0,60,0,0,0,0,0,0
867,18,"""a"", ""b"", ""c"", ""d"", ""e"", ""f"", ""g"", ""h"", ""i"", ""j"",",0,0,49,0,0,0,0,0,0
868,19,"""k"", ""l""]",0,0,9,0,0,0,0,0,0
869,20,for iter in range(10):,0,1,22,0,0,0,0,0,0
870,23,"left_bit = hex_dig[random.randint(0, 21)]",1,0,41,0,0,0,0,0,1
871,24,"right_bit = hex_dig[random.randint(0, 21)]",1,0,42,0,0,0,0,0,1
872,25,hex_str = left_bit + right_bit,1,0,30,0,1,0,0,0,1
873,26,"print(hex_str + "":"")",0,0,20,0,1,0,0,0,0
874,29,ans = True,1,0,10,0,0,0,0,0,1
875,30,try:,0,1,4,0,0,0,0,0,0
876,31,"num = int(left_bit + right_bit, 16)",1,0,35,0,1,0,0,0,1
877,32,except:,0,1,7,0,0,0,0,0,0
878,33,ans = False,1,0,11,0,0,0,0,0,1
879,0,import re,0,1,9,0,0,0,0,0,0
880,1,from inline import Here,0,1,23,0,0,0,0,0,0
881,3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,0
882,6,"result = re.findall(r""[a-zA-Z]"", text)",1,0,38,1,1,0,0,0,1
883,7,"print(""Letters: "", result)",0,0,26,0,0,0,0,0,0
884,9,"result = re.findall(r""\d"", text)",1,0,32,1,0,0,0,0,1
885,11,"print(""Digits: "", result)",0,0,25,0,0,0,0,0,0
886,14,"result = re.findall(r""\bs\w+"", text)",1,0,36,1,1,0,0,0,1
887,15,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
888,18,"result = re.findall(r""\w+e\b"", text)",1,0,36,1,1,0,0,0,1
889,19,"print(""Words ending with 'e': "", result)",0,0,40,0,0,0,0,0,0
890,22,"result = re.findall(r""\b\w*o\w*\b"", text)",1,0,41,1,1,0,0,0,1
891,23,"print(""Words containing 'o': "", result)",0,0,39,0,0,0,0,0,0
892,26,"result = re.findall(r""\b\w{4}\b"", text)",1,0,39,1,0,0,0,0,1
893,27,"print(""Words of length 4: "", result)",0,0,36,0,0,0,0,0,0
894,30,"result = re.sub(r""\s"", ""-"", text)",1,0,33,1,1,0,0,0,1
895,31,"print(""Text with whitespaces replaced: "", result)",0,0,49,0,0,0,1,0,0
896,34,"result = re.sub(r""is"", ""was"", text)",1,1,35,1,0,0,0,0,1
897,35,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
898,39,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
899,0,import re,0,1,9,0,0,0,0,0,0
900,1,from inline import Here,0,1,23,0,0,0,0,0,0
901,5,"m_import = re.compile(""^[ \t]*from[ \t]+([^ \t]+)[ \t]+"")",1,1,57,1,1,0,0,1,1
902,6,"m_from = re.compile(""^[ \t]*import[ \t]+([^",1,1,43,1,1,0,0,1,1
903,11,"def process(filename, table):",0,1,29,0,0,0,0,0,0
904,12,"with open(filename, encoding=""utf-8"") as fp:",0,1,44,0,1,0,0,0,0
905,13,mod = os.path.basename(filename),1,1,32,0,0,0,0,0,1
906,14,"if mod[-3:] == "".py"":",0,1,21,0,1,0,0,0,0
907,15,mod = mod[:-3],1,0,14,0,1,0,0,0,1
908,17,table[mod] = list = [],0,0,22,0,0,0,0,0,0
909,18,while 1:,0,1,8,0,0,0,0,0,0
910,19,line = fp.readline(),1,0,20,0,0,0,0,0,1
911,20,if not line:,0,1,12,0,0,0,0,0,0
912,21,break,0,1,5,0,0,0,0,0,0
913,22,"while line[-1:] == ""\\"":",0,1,24,0,1,0,0,0,0
914,23,nextline = fp.readline(),1,0,24,0,0,0,0,0,1
915,24,if not nextline:,0,1,16,0,0,0,0,0,0
916,25,break,0,1,5,0,0,0,0,0,0
917,26,line = line[:-1] + nextline,1,0,27,0,1,0,0,0,1
918,27,m_found = m_import.match(line) or m_from.match(line),1,1,52,0,0,0,0,0,1
919,28,if m_found:,0,1,11,0,0,0,0,0,0
920,29,"(a, b), (a1, b1) = m_found.regs[:2]",0,0,35,0,0,0,0,0,0
921,30,else:,0,1,5,0,0,0,0,0,0
922,31,continue,0,1,8,0,0,0,0,0,0
923,32,"words = line[a1:b1].split("","")",1,0,30,0,0,0,0,0,1
924,36,for word in words:,0,1,18,0,0,0,0,0,0
925,37,word = word.strip(),1,0,19,0,0,0,0,0,1
926,40,"                    list.append(word)
",0,0,38,0,0,1,0,0,0
927,5,import sys,0,1,10,0,0,0,0,0,0
928,6,import random,0,1,13,0,0,0,0,0,0
929,7,from inline import Here,0,1,23,0,0,0,0,0,0
930,15,input_list = sys.argv[1:],1,0,25,0,0,0,0,0,1
931,17,"op = {'+': lambda x, y: x + y,",0,1,30,0,1,0,0,0,0
932,18,"'*': lambda x, y: x * y,",0,1,24,0,1,0,0,0,0
933,19,"'-': lambda x, y: x - y,",0,1,24,0,1,0,0,0,0
934,20,"'/': lambda x, y: x / y,",0,1,24,0,1,0,0,0,0
935,21,"'%': lambda x, y: x % y,",0,1,24,0,0,0,0,0,0
936,22,"'^': lambda x, y: x ^ y}",0,1,24,0,0,0,0,1,0
937,24,"sym = [""+"", ""*"", ""-"", ""/"", ""%"", ""^""]",0,0,36,0,1,0,0,1,0
938,26,for iter in range(10):,0,1,22,0,0,0,0,0,0
939,29,"opr = sym[random.randint(0, 3)]",1,0,31,0,0,0,0,0,1
940,30,"num1 = random.randint(0, 9)",1,0,27,0,0,0,0,0,1
941,31,low_bound = 0,1,0,13,0,0,0,0,0,1
942,32,"if(opr == ""/""):",0,1,15,0,1,0,0,0,0
943,33,low_bound = 1,1,0,13,0,0,0,0,0,1
944,34,"num2 = random.randint(low_bound, 9)",1,0,35,0,0,0,0,0,1
945,37,"print(str(num1) + "" "" + opr  + "" "" + str(num2) + "" = "" + str(op[opr](num1, num2)))",0,0,82,0,1,0,0,0,0
946,41,"    
",0,0,5,0,0,0,0,0,0
947,0,from inline import Here,0,1,23,0,0,0,0,0,0
948,3,def num_to_hex(num): ,0,1,21,0,0,0,0,0,0
949,4,"return ""0x%x"" % num",0,1,19,0,0,0,0,0,0
950,7,def num_to_bin(num): ,0,1,21,0,0,0,0,0,0
951,8,return bin(num),0,1,15,0,0,0,0,0,0
952,11,def bin_str_to_int(bin_str): ,0,1,29,0,0,0,0,0,0
953,12,"return int(bin_str[2:], 2)",0,1,26,0,0,0,0,0,0
954,15,def hex_str_to_int(hex): ,0,1,25,0,0,0,0,0,0
955,16,"return int(hex[2:], 16)",0,1,23,0,0,0,0,0,0
956,19,def hex_str_to_bin_str(hex_str): ,0,1,33,0,0,0,0,0,0
957,20,return num_to_bin(hex_str_to_int(hex_str)),0,1,42,0,0,0,0,0,0
958,24,num = 0,1,0,7,0,0,0,0,0,1
959,25,hex = num_to_hex(num),1,0,21,0,0,0,0,0,1
960,28,num = 5,1,0,7,0,0,0,0,0,1
961,29,binary = num_to_bin(num),1,0,24,0,0,0,0,0,1
962,32,binary_str = '0b0101',0,0,21,0,0,0,0,0,0
963,0,import re,0,1,9,0,0,0,0,0,0
964,1,from inline import Here,0,1,23,0,0,0,0,0,0
965,3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,0
966,4,num = 10,1,0,8,0,0,0,0,0,1
967,7,result = text[::-1],1,0,19,0,1,0,0,0,1
968,8,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
969,11,"result = re.findall(r""\bs\w+"", text)",1,0,36,1,1,0,0,0,1
970,12,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
971,15,count = 0,1,0,9,0,0,0,0,0,1
972,16,while num:,0,1,10,0,0,0,0,0,0
973,17,count += num & 1,1,0,16,0,1,0,0,1,1
974,19,num >>= 1,0,0,9,0,0,0,0,1,0
975,20,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
976,23,"result = ""-"".join(text.split())",0,0,31,0,1,0,1,0,0
977,24,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
978,27,"result = re.sub(""is"", ""was"", text)",1,1,34,1,0,0,0,0,1
979,28,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
980,31,num = num ^ (1 << (3 - 1)),1,0,26,0,1,0,0,1,1
981,32,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
982,35,result = len(text),1,0,18,0,0,0,0,0,1
983,36,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
984,39,"result = re.findall(r""\d"", text)",1,0,32,1,0,0,0,0,1
985,40,"print(""Digits in text: "", result)",0,0,33,0,0,0,0,0,0
986,43,result = bin(num),1,0,17,0,0,0,0,0,1
987,44,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
988,48,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
989,0,import re,0,1,9,0,0,0,0,0,0
990,1,from inline import Here,0,1,23,0,0,0,0,0,0
991,3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,0
992,4,num = 10,1,0,8,0,0,0,0,0,1
993,7,result = text[::-1],1,0,19,0,1,0,0,0,1
994,8,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
995,11,"result = re.findall(r""\bs\w+"", text)",1,0,36,1,1,0,0,0,1
996,13,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
997,16,count = 0,1,0,9,0,0,0,0,0,1
998,17,while num:,0,1,10,0,0,0,0,0,0
999,18,count += num & 1,1,0,16,0,1,0,0,1,1
1000,19,num >>= 1,0,0,9,0,0,0,0,1,0
1001,20,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
1002,23,"result = ""-"".join(text.split())",0,0,31,0,1,0,1,0,0
1003,24,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
1004,27,"result = re.sub(""is"", ""was"", text)",1,1,34,1,0,0,0,0,1
1005,28,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
1006,31,num = num ^ (1 << (3 - 1)),1,0,26,0,1,0,0,1,1
1007,32,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
1008,35,result = len(text),1,0,18,0,0,0,0,0,1
1009,36,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
1010,39,"result = re.findall(r""\d"", text)",1,0,32,1,0,0,0,0,1
1011,40,"print(""Digits in text: "", result)",0,0,33,0,0,0,0,0,0
1012,43,result = bin(num),1,0,17,0,0,0,0,0,1
1013,44,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
1014,48,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
1015,0,from inline import Here,0,1,23,0,0,0,0,0,0
1016,3,def num_to_hex(num): ,0,1,21,0,0,0,0,0,0
1017,4,"return ""0x%x"" % num",0,1,19,0,0,0,0,0,0
1018,7,def num_to_bin(num): ,0,1,21,0,0,0,0,0,0
1019,8,return bin(num),0,1,15,0,0,0,0,0,0
1020,11,def bin_str_to_int(bin_str): ,0,1,29,0,0,0,0,0,0
1021,12,"return int(bin_str[2:], 2)",0,1,26,0,0,0,0,0,0
1022,15,def hex_str_to_int(hex): ,0,1,25,0,0,0,0,0,0
1023,16,"return int(hex[2:], 16)",0,1,23,0,0,0,0,0,0
1024,19,def hex_str_to_bin_str(hex_str): ,0,1,33,0,0,0,0,0,0
1025,20,return num_to_bin(hex_str_to_int(hex_str)),0,1,42,0,0,0,0,0,0
1026,24,num = 0,1,0,7,0,0,0,0,0,1
1027,25,hex = num_to_hex(num),1,0,21,0,0,0,0,0,1
1028,28,num = 5,1,0,7,0,0,0,0,0,1
1029,29,binary = num_to_bin(num),1,0,24,0,0,0,0,0,1
1030,32,binary_str = '0b0101',0,0,21,0,0,0,0,0,0
1031,33,num = bin_str_to_int(binary_str),1,0,32,0,0,0,0,0,1
1032,36,hex_str = '0x01',0,0,16,0,0,0,0,0,0
1033,2,from inline import Here,0,1,23,0,0,0,0,0,0
1034,4,class Solution(object):,0,1,23,0,0,0,0,0,0
1035,5,"def longestPalindrome(self, s):",0,1,31,0,0,0,0,0,0
1036,6,"""""""",0,0,3,0,0,0,0,0,0
1037,7,:type s: str,0,0,12,0,0,0,0,0,0
1038,8,:rtype: str,0,0,11,0,0,0,0,0,0
1039,9,"""""""",0,0,3,0,0,0,0,0,0
1040,13,ls = len(s),1,0,11,0,0,0,0,0,1
1041,14,if ls <= 1 or len(set(s)) == 1:,0,1,31,0,0,0,0,0,0
1042,15,return s,0,1,8,0,0,0,0,0,0
1043,17,temp_s = ',1,0,10,0,0,0,0,0,0
1044,21,tls = len(temp_s),1,0,17,0,0,0,0,0,1
1045,22,"seed = range(1, tls - 1)",1,0,24,0,1,0,0,0,1
1046,24,len_table = [0] * tls,0,0,21,0,1,0,0,0,0
1047,25,"for step in range(1, tls / 2 + 1):",0,1,34,0,1,0,0,0,0
1048,26,final = [],0,0,10,0,0,0,0,0,0
1049,27,for pos in seed:,0,1,16,0,0,0,0,0,0
1050,28,if pos - step < 0 or pos + step >= tls:,0,1,39,0,1,0,0,0,0
1051,29,continue,0,1,8,0,0,0,0,0,0
1052,30,if temp_s[pos - step] != temp_s[pos + step]:,0,1,44,0,1,0,0,0,0
1053,31,continue,0,1,8,0,0,0,0,0,0
1054,32,final.append(pos),0,0,17,0,0,1,0,0,0
1055,33,if temp_s[pos - step] == ',0,1,26,0,1,0,0,0,0
1056,34,continue,0,1,8,0,0,0,0,0,0
1057,35,len_table[pos] = step,0,0,21,0,0,0,0,0,0
1058,36,seed = final,1,0,12,0,0,0,0,0,1
1059,37,"max_pos, max_step = 0, 0",0,0,24,0,0,0,0,0,0
1060,38,"for i, s in enumerate(len_table):",0,1,33,0,0,0,0,0,0
1061,39,if s >= max_step:,0,1,17,0,0,0,0,0,0
1062,40,max_step = s,1,0,12,0,0,0,0,0,1
1063,41,max_pos = i,1,0,11,0,0,0,0,0,1
1064,42,"return temp_s[max_pos - max_step:max_pos + max_step + 1].translate(None, '",0,1,74,0,1,0,0,0,0
1065,44,if __name__ == '__main__':,0,1,26,0,0,0,0,0,0
1066,47,"    print(s.longestPalindrome(""abcbe""))",0,0,39,0,0,0,0,0,0
1067,0,"from typing import Dict, List",0,1,29,0,0,0,0,0,0
1068,1,from inline import Here,0,1,23,0,0,0,0,0,0
1069,3,def extract_sota_table(table_lines: List[str]) -> Dict:,0,1,55,0,1,0,0,0,0
1070,4,"""""""",0,0,3,0,0,0,0,0,0
1071,5,Parse a SOTA table out of lines in markdown,0,0,43,0,0,0,0,0,0
1072,7,:param table_lines: lines in the SOTA table,0,0,43,0,0,0,0,0,0
1073,8,:return:,0,1,8,0,0,0,0,0,0
1074,9,"""""""",0,0,3,0,0,0,0,0,0
1075,11,sota = {},0,0,9,0,0,0,0,0,0
1076,13,header = table_lines[0],1,0,23,0,0,0,0,0,1
1077,14,"header_cols = [h.strip() for h in header.split(""|"") if h.strip()]",1,1,65,0,0,0,0,1,0
1078,16,cols_sanitized = [h.lower() for h in header_cols],1,1,49,0,0,0,1,0,0
1079,18,"cols_sanitized = [re.sub("" +"", """", h).replace(""**"", """") for h in cols_sanitized]",1,1,80,1,1,0,1,0,0
1080,22,"if ""model"" in cols_sanitized:",0,1,29,0,0,0,0,0,0
1081,23,"model_inx = cols_sanitized.index(""model"")",1,1,41,0,0,0,0,0,1
1082,24,else:,0,1,5,0,0,0,0,0,0
1083,25,print(,0,0,6,0,0,0,0,0,0
1084,26,"""ERROR: Model name not found in this SOTA table, skipping...\n"",",0,1,64,0,0,0,0,0,0
1085,27,"file=sys.stderr,",1,0,16,0,0,0,0,0,1
1086,28,),0,0,1,0,0,0,0,0,0
1087,29,"print("""".join(table_lines), file=sys.stderr)",0,0,44,0,0,0,1,0,0
1088,30,return {},0,1,9,0,0,0,0,0,0
1089,32,"if ""paper/source"" in cols_sanitized:",0,1,36,0,1,0,0,0,0
1090,33,"paper_inx = cols_sanitized.index(""paper/source"")",1,0,48,0,1,0,0,0,1
1091,34,"elif ""paper"" in cols_sanitized:",0,1,31,0,0,0,0,0,0
1092,35,"paper_inx = cols_sanitized.index(""paper"")",1,0,41,0,0,0,0,0,1
1093,36,else:,0,1,5,0,0,0,0,0,0
1094,37,print(,0,0,6,0,0,0,0,0,0
1095,38,"""ERROR: Paper reference not found in this SOTA table, skipping...\n"",",0,0,69,0,0,0,0,0,0
1096,39,"file=sys.stderr,",1,0,16,0,0,0,0,0,1
1097,40,),0,0,1,0,0,0,0,0,0
1098,41,"print("""".join(table_lines), file=sys.stderr)",0,0,44,0,0,0,1,0,0
1099,42,return {},0,1,9,0,0,0,0,0,0
1100,44,"if ""code"" in cols_sanitized:",0,1,28,0,0,0,0,0,0
1101,45,"code_inx = cols_sanitized.index(""code"")",1,0,39,0,0,0,0,0,1
1102,46,else:,0,1,5,0,0,0,0,0,0
1103,47,code_inx = None,1,0,15,0,0,0,0,0,1
1104,49,"metrics_inx = set(range(len(header_cols))) - set([model_inx, paper_inx, code_inx])",1,1,82,0,1,0,0,0,1
1105,50,metrics_inx = sorted(list(metrics_inx)),1,0,39,0,0,1,0,0,1
1106,52,metrics_names = [header_cols[i] for i in metrics_inx],0,1,53,0,0,0,0,0,0
1107,54,"sota[""metrics""] = metrics_names",0,0,31,0,0,0,0,0,0
1108,55,"sota[""rows""] = []",0,0,17,0,0,0,0,0,0
1109,57,min_cols = len(header_cols),1,0,27,0,0,0,0,0,1
1110,60,rows = table_lines[2:],1,0,22,0,0,0,0,0,1
1111,61,for row in rows:,0,1,16,0,0,0,0,0,0
1112,62,"row_cols = [h.strip() for h in row.split(""|"")][1:]",0,1,50,0,0,0,0,1,0
1113,64,if len(row_cols) < min_cols:,0,1,28,0,0,0,0,0,0
1114,65,print(,0,0,6,0,0,0,0,0,0
1115,66,"""This row doesn't have enough columns, skipping: %s"" % row,",0,0,59,0,0,0,0,0,0
1116,67,"file=sys.stderr,",1,0,16,0,0,0,0,0,1
1117,68,),0,0,1,0,0,0,0,0,0
1118,69,continue,0,1,8,0,0,0,0,0,0
1119,72,metrics = {},0,0,12,0,0,0,0,0,0
1120,73,for i in range(len(metrics_inx)):,0,1,33,0,0,0,0,0,0
1121,74,metrics[metrics_names[i]] = row_cols[metrics_inx[i]],0,0,52,0,0,0,0,0,0
1122,77,"paper_title, paper_link = extract_paper_title_and_link(row_cols[paper_inx])",0,0,75,0,0,0,0,0,0
1123,80,"model_name, model_author = extract_model_name_and_author(row_cols[model_inx])",0,1,77,0,0,0,0,0,0
1124,82,sota_row = {,0,0,12,0,0,0,0,0,0
1125,83,"""model_name"": model_name,",0,1,25,0,0,0,0,0,0
1126,84,"""metrics"": metrics,",0,0,19,0,0,0,0,0,0
1127,85,},0,0,1,0,0,0,0,0,0
1128,87,if paper_title is not None and paper_link is not None:,0,1,54,0,0,0,0,0,0
1129,88,"sota_row[""paper_title""] = paper_title",0,0,37,0,0,0,0,0,0
1130,89,"sota_row[""paper_url""] = paper_link",0,0,34,0,0,0,0,0,0
1131,92,if code_inx is not None:,0,1,24,0,0,0,0,0,0
1132,93,"sota_row[""code_links""] = extract_code_links(row_cols[code_inx])",0,0,63,0,0,0,0,0,0
1133,95,"sota[""rows""].append(sota_row)",0,0,29,0,0,1,0,0,0
1134,97,"    return sota
",0,1,16,0,0,0,0,0,0
1135,5,import sys,0,1,10,0,0,0,0,0,0
1136,6,import random,0,1,13,0,0,0,0,0,0
1137,7,from inline import Here,0,1,23,0,0,0,0,0,0
1138,14,input_list = sys.argv[1:],1,0,25,0,0,0,0,0,1
1139,16,for iter in range(10):,0,1,22,0,0,0,0,0,0
1140,17,"word = """"",0,0,9,0,0,0,0,0,0
1141,20,for n in range(3):,0,1,18,0,0,0,0,0,0
1142,21,"ch_idx = random.randint(0, 25)",1,0,30,0,0,0,0,0,1
1143,22,word = chr(97 + ch_idx) + word + chr(97 + ch_idx),1,0,49,0,1,0,0,0,1
1144,23,"print(""make_palindrome(\"""" + word[0:3] + ""\"") -> "" + word)",0,0,58,0,1,0,0,0,0
1145,0,import sys,0,1,10,0,0,0,0,0,0
1146,1,from inline import Here,0,1,23,0,0,0,0,0,0
1147,7,"brackets = ""[][][][[[]]]{}}""",0,0,28,0,0,0,0,0,0
1148,9,class Valid_Parenthesis:,0,1,24,0,0,0,0,0,0
1149,10,"def isValid(self, s: str) -> bool:",0,1,34,0,1,0,0,0,0
1150,11,"Map = {"")"": ""("", ""]"": ""["", ""}"": ""{""}",0,0,36,0,0,0,0,0,0
1151,12,stack = [],0,0,10,0,0,0,0,0,0
1152,14,for c in s:,0,1,11,0,0,0,0,0,0
1153,15,if c not in Map:,0,1,16,0,0,0,0,0,0
1154,16,stack.append(c),0,0,15,0,0,1,0,0,0
1155,17,continue,0,1,8,0,0,0,0,0,0
1156,18,if not stack or stack[-1] != Map[c]:,0,1,36,0,1,0,0,0,0
1157,19,return False,0,1,12,0,0,0,0,0,0
1158,20,stack.pop(),0,0,11,0,0,1,0,0,0
1159,22,return not stack,0,1,16,0,0,0,0,0,0
1160,24,valid_parenthesis = Valid_Parenthesis(),1,0,39,0,0,0,0,0,1
1161,0,from inline import Here,0,1,23,0,0,0,0,0,0
1162,2,class Solution(object):,0,1,23,0,0,0,0,0,0
1163,3,"def permuteUnique(self, nums):",0,1,30,0,0,0,0,0,0
1164,5,res = [[]],0,0,10,0,0,0,0,0,0
1165,6,for i in range(len(nums)):,0,1,26,0,0,0,0,0,0
1166,7,cache = set(),1,0,13,0,0,0,0,0,1
1167,8,while len(res[0]) == i:,0,1,23,0,0,0,0,0,0
1168,9,curr = res.pop(0),1,0,17,0,0,1,0,0,1
1169,10,for j in range(len(curr) + 1):,0,1,30,0,1,0,0,0,0
1170,12,new_perm = curr[:j] + [nums[i]] + curr[j:],1,0,42,0,1,0,0,0,1
1171,13,print(new_perm),0,0,15,0,0,0,0,0,0
1172,14,"stemp = ''.join(map(str, new_perm))",1,0,35,0,0,0,1,0,0
1173,17,print(stemp),0,0,12,0,0,0,0,0,0
1174,18,if stemp not in cache:,0,1,22,0,0,0,0,0,0
1175,19,cache.add(stemp),0,0,16,0,0,0,0,0,0
1176,20,res.append(new_perm),0,0,20,0,0,1,0,0,0
1177,21,return res,0,1,10,0,0,0,0,0,0
1178,23,"Solution.permuteUnique(""l"", '1234')",0,0,35,0,0,0,0,0,0
1179,5,import sys,0,1,10,0,0,0,0,0,0
1180,6,import re,0,1,9,0,0,0,0,0,0
1181,7,from inline import Here,0,1,23,0,0,0,0,0,0
1182,14,input_list = sys.argv[1:],1,0,25,0,0,0,0,0,1
1183,17,"txt = ""Have you anything ever had a dream that you, um, you had, your, you- you could, "" \",0,0,90,0,1,0,0,0,0
1184,18,"""you’ll do, you- you wants, you, you could do so, you- you’ll do, you could- "" \",0,0,80,0,1,0,0,0,0
1185,19,"""you, you want, you want him to do you so much you could do anything?""",0,0,70,0,0,0,0,0,0
1186,23,"""you’ll do, you- you wants, you, you could do so, you- you’ll do, you could- "" \",0,0,80,0,1,0,0,0,0
1187,24,"""you, you want, you want him to do you so much you could do anything?"").check_eq(str(type(txt)), ""<class 'str'>"")",0,1,113,0,0,0,0,0,0
1188,27,"res = re.findall(r""[- ’A-Za-z]*,|[- ’A-Za-z]*\?"", txt)",1,0,54,1,1,0,0,1,1
1189,31,"""you’ll do, you- you wants, you, you could do so, you- you’ll do, you could- "" \",0,0,80,0,1,0,0,0,0
1190,32,"""you, you want, you want him to do you so much you could do anything?"").check_eq(res, ['Have you anything ever had a dream that you,', ' um,', ' you had,', ' your,', ' you- you could,', ' you’ll do,', ' you- you wants,', ' you,', ' you could do so,', ' you- you’ll do,', ' you could- you,', ' you want,', ' you want him to do you so much you could do anything?'])",0,0,363,0,1,0,0,0,0
1191,34,idx = 0,1,0,7,0,0,0,0,0,1
1192,35,for tok in res:,0,1,15,0,0,0,0,0,0
1193,36,"tok = tok.replace("","", """")",1,0,26,0,0,0,1,0,1
1194,40,"""you’ll do, you- you wants, you, you could do so, you- you’ll do, you could- "" \",0,0,80,0,1,0,0,0,0
1195,41,"""you, you want, you want him to do you so much you could do anything?"").check_true(re.match(r""[- ’A-Za-z?]*"", tok))",0,0,115,1,1,0,0,0,0
1196,44,"	idx += 1
",0,0,10,0,1,0,0,0,0
1197,5,import sys,0,1,10,0,0,0,0,0,0
1198,6,from inline import Here,0,1,23,0,0,0,0,0,0
1199,13,input_list = sys.argv[1:],1,0,25,0,0,0,0,0,1
1200,15,"sent = [""I am who I think I am"",",0,0,32,0,0,0,0,0,0
